Date,Bar Name,Brand Name,Actual Demand (ml),Forecast (ml),Par Level (ml),Chosen Model
2023-11-27,Taylor's Bar,Jim Beam,0.0,25.872857142857146,420,7-day moving average
2023-11-28,Taylor's Bar,Jim Beam,0.0,0.0,360,7-day moving average
2023-11-29,Taylor's Bar,Jim Beam,0.0,0.0,360,7-day moving average
2023-11-30,Taylor's Bar,Jim Beam,0.0,0.0,360,7-day moving average
2023-12-01,Taylor's Bar,Jim Beam,0.0,0.0,360,7-day moving average
2023-12-02,Taylor's Bar,Jim Beam,0.0,0.0,360,7-day moving average
2023-12-03,Taylor's Bar,Jim Beam,952.32,0.0,360,7-day moving average
2023-12-04,Taylor's Bar,Jim Beam,542.69,136.0457142857143,630,7-day moving average
2023-12-05,Taylor's Bar,Jim Beam,0.0,213.57285714285717,780,7-day moving average
2023-12-06,Taylor's Bar,Jim Beam,0.0,213.57285714285717,780,7-day moving average
2023-12-07,Taylor's Bar,Jim Beam,0.0,213.57285714285717,780,7-day moving average
2023-12-08,Taylor's Bar,Jim Beam,532.39,213.57285714285717,780,7-day moving average
2023-12-09,Taylor's Bar,Jim Beam,0.0,289.62857142857143,930,7-day moving average
2023-12-10,Taylor's Bar,Jim Beam,0.0,289.62857142857143,930,7-day moving average
2023-12-11,Taylor's Bar,Jim Beam,0.0,153.58285714285714,660,7-day moving average
2023-12-12,Taylor's Bar,Jim Beam,341.12,76.05571428571429,510,7-day moving average
2023-12-13,Taylor's Bar,Jim Beam,522.56,124.78714285714285,600,7-day moving average
2023-12-14,Taylor's Bar,Jim Beam,0.0,199.4385714285714,750,7-day moving average
2023-12-15,Taylor's Bar,Jim Beam,0.0,199.4385714285714,750,7-day moving average
2023-12-16,Taylor's Bar,Jim Beam,0.0,123.38285714285713,600,7-day moving average
2023-12-17,Taylor's Bar,Jim Beam,0.0,123.38285714285713,600,7-day moving average
2023-12-18,Taylor's Bar,Jim Beam,0.0,123.38285714285713,600,7-day moving average
2023-12-19,Taylor's Bar,Jim Beam,0.0,123.38285714285713,600,7-day moving average
2023-12-20,Taylor's Bar,Jim Beam,107.29,74.65142857142857,510,7-day moving average
2023-12-21,Taylor's Bar,Jim Beam,0.0,15.327142857142858,390,7-day moving average
2023-12-22,Taylor's Bar,Jim Beam,337.62,15.327142857142858,390,7-day moving average
2023-12-23,Taylor's Bar,Jim Beam,0.0,63.55857142857143,480,7-day moving average
2023-12-24,Taylor's Bar,Jim Beam,0.0,63.55857142857143,480,7-day moving average
2023-12-25,Taylor's Bar,Jim Beam,0.0,63.55857142857143,480,7-day moving average
2023-12-26,Taylor's Bar,Jim Beam,0.0,63.55857142857143,480,7-day moving average
2023-12-27,Taylor's Bar,Jim Beam,0.0,63.55857142857143,480,7-day moving average
2023-12-28,Taylor's Bar,Jim Beam,0.0,48.23142857142857,450,7-day moving average
2023-12-29,Taylor's Bar,Jim Beam,358.99,48.23142857142857,450,7-day moving average
2023-12-30,Taylor's Bar,Jim Beam,0.0,51.284285714285716,450,7-day moving average
2023-12-31,Taylor's Bar,Jim Beam,349.75,51.284285714285716,450,7-day moving average
2024-01-01,Taylor's Bar,Jim Beam,253.33,101.24857142857142,570,7-day moving average
2023-10-21,Taylor's Bar,Malibu,0.0,119.86142857142856,570,7-day moving average
2023-10-22,Taylor's Bar,Malibu,0.0,119.86142857142856,570,7-day moving average
2023-10-23,Taylor's Bar,Malibu,0.0,119.86142857142856,570,7-day moving average
2023-10-24,Taylor's Bar,Malibu,0.0,119.86142857142856,570,7-day moving average
2023-10-25,Taylor's Bar,Malibu,0.0,64.34428571428572,450,7-day moving average
2023-10-26,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-10-27,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-10-28,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-10-29,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-10-30,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-10-31,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-11-01,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-11-02,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-11-03,Taylor's Bar,Malibu,363.96,0.0,330,7-day moving average
2023-11-04,Taylor's Bar,Malibu,0.0,51.99428571428571,450,7-day moving average
2023-11-05,Taylor's Bar,Malibu,0.0,51.99428571428571,450,7-day moving average
2023-11-06,Taylor's Bar,Malibu,0.0,51.99428571428571,450,7-day moving average
2023-11-07,Taylor's Bar,Malibu,460.29,51.99428571428571,450,7-day moving average
2023-11-08,Taylor's Bar,Malibu,229.22,117.75,570,7-day moving average
2023-11-09,Taylor's Bar,Malibu,0.0,150.49571428571429,630,7-day moving average
2023-11-10,Taylor's Bar,Malibu,0.0,150.49571428571429,630,7-day moving average
2023-11-11,Taylor's Bar,Malibu,0.0,98.50142857142858,540,7-day moving average
2023-11-12,Taylor's Bar,Malibu,0.0,98.50142857142858,540,7-day moving average
2023-11-13,Taylor's Bar,Malibu,0.0,98.50142857142858,540,7-day moving average
2023-11-14,Taylor's Bar,Malibu,0.0,98.50142857142858,540,7-day moving average
2023-11-15,Taylor's Bar,Malibu,0.0,32.745714285714286,390,7-day moving average
2023-11-16,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-11-17,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-11-18,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-11-19,Taylor's Bar,Malibu,434.3,0.0,330,7-day moving average
2023-11-20,Taylor's Bar,Malibu,0.0,62.042857142857144,450,7-day moving average
2023-11-21,Taylor's Bar,Malibu,116.8,62.042857142857144,450,7-day moving average
2023-11-22,Taylor's Bar,Malibu,0.0,78.72857142857143,480,7-day moving average
2023-11-23,Taylor's Bar,Malibu,0.0,78.72857142857143,480,7-day moving average
2023-11-24,Taylor's Bar,Malibu,0.0,78.72857142857143,480,7-day moving average
2023-11-25,Taylor's Bar,Malibu,0.0,78.72857142857143,480,7-day moving average
2023-11-26,Taylor's Bar,Malibu,0.0,78.72857142857143,480,7-day moving average
2023-11-27,Taylor's Bar,Malibu,0.0,16.685714285714287,360,7-day moving average
2023-11-28,Taylor's Bar,Malibu,216.72,16.685714285714287,360,7-day moving average
2023-11-29,Taylor's Bar,Malibu,0.0,30.96,390,7-day moving average
2023-11-30,Taylor's Bar,Malibu,0.0,30.96,390,7-day moving average
2023-12-01,Taylor's Bar,Malibu,0.0,30.96,390,7-day moving average
2023-12-02,Taylor's Bar,Malibu,0.0,30.96,390,7-day moving average
2023-12-03,Taylor's Bar,Malibu,0.0,30.96,390,7-day moving average
2023-12-04,Taylor's Bar,Malibu,0.0,30.96,390,7-day moving average
2023-12-05,Taylor's Bar,Malibu,0.0,30.96,390,7-day moving average
2023-12-06,Taylor's Bar,Malibu,0.0,0.0,330,7-day moving average
2023-12-07,Taylor's Bar,Malibu,332.73,0.0,330,7-day moving average
2023-12-08,Taylor's Bar,Malibu,0.0,47.53285714285715,420,7-day moving average
2023-12-09,Taylor's Bar,Malibu,163.83,47.53285714285715,420,7-day moving average
2023-12-10,Taylor's Bar,Malibu,0.0,70.93714285714286,480,7-day moving average
2023-12-11,Taylor's Bar,Malibu,0.0,70.93714285714286,480,7-day moving average
2023-12-12,Taylor's Bar,Malibu,0.0,70.93714285714286,480,7-day moving average
2023-12-13,Taylor's Bar,Malibu,517.48,70.93714285714286,480,7-day moving average
2023-12-14,Taylor's Bar,Malibu,0.0,144.86285714285717,630,7-day moving average
2023-12-15,Taylor's Bar,Malibu,0.0,97.33000000000001,540,7-day moving average
2023-12-16,Taylor's Bar,Malibu,0.0,97.33000000000001,540,7-day moving average
2023-12-17,Taylor's Bar,Malibu,0.0,73.92571428571429,480,7-day moving average
2023-12-18,Taylor's Bar,Malibu,0.0,73.92571428571429,480,7-day moving average
2023-12-19,Taylor's Bar,Malibu,247.42,73.92571428571429,480,7-day moving average
2023-12-20,Taylor's Bar,Malibu,0.0,109.27142857142857,540,7-day moving average
2023-12-21,Taylor's Bar,Malibu,301.01,35.34571428571429,390,7-day moving average
2023-12-22,Taylor's Bar,Malibu,0.0,78.34714285714286,480,7-day moving average
2023-12-23,Taylor's Bar,Malibu,0.0,78.34714285714286,480,7-day moving average
2023-12-24,Taylor's Bar,Malibu,0.0,78.34714285714286,480,7-day moving average
2023-12-25,Taylor's Bar,Malibu,0.0,78.34714285714286,480,7-day moving average
2023-12-26,Taylor's Bar,Malibu,0.0,78.34714285714286,480,7-day moving average
2023-12-27,Taylor's Bar,Malibu,383.17,43.00142857142857,420,7-day moving average
2023-12-28,Taylor's Bar,Malibu,0.0,97.74000000000001,540,7-day moving average
2023-12-29,Taylor's Bar,Malibu,575.17,54.73857142857143,450,7-day moving average
2023-12-30,Taylor's Bar,Malibu,0.0,136.90571428571428,600,7-day moving average
2023-12-31,Taylor's Bar,Malibu,220.2,136.90571428571428,600,7-day moving average
2024-01-01,Taylor's Bar,Malibu,0.0,168.36285714285714,660,7-day moving average
2023-10-21,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-10-22,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-10-23,Taylor's Bar,Miller,0.0,92.4875,510,day-of-week seasonal mean
2023-10-24,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-10-25,Taylor's Bar,Miller,0.0,125.70750000000001,570,day-of-week seasonal mean
2023-10-26,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-10-27,Taylor's Bar,Miller,0.0,107.03625,540,day-of-week seasonal mean
2023-10-28,Taylor's Bar,Miller,967.73,0.0,330,day-of-week seasonal mean
2023-10-29,Taylor's Bar,Miller,270.93,0.0,330,day-of-week seasonal mean
2023-10-30,Taylor's Bar,Miller,0.0,92.4875,510,day-of-week seasonal mean
2023-10-31,Taylor's Bar,Miller,286.25,0.0,330,day-of-week seasonal mean
2023-11-01,Taylor's Bar,Miller,0.0,125.70750000000001,570,day-of-week seasonal mean
2023-11-02,Taylor's Bar,Miller,261.61,0.0,330,day-of-week seasonal mean
2023-11-03,Taylor's Bar,Miller,0.0,107.03625,540,day-of-week seasonal mean
2023-11-04,Taylor's Bar,Miller,0.0,120.96625,570,day-of-week seasonal mean
2023-11-05,Taylor's Bar,Miller,0.0,33.86625,390,day-of-week seasonal mean
2023-11-06,Taylor's Bar,Miller,0.0,92.4875,510,day-of-week seasonal mean
2023-11-07,Taylor's Bar,Miller,0.0,35.78125,390,day-of-week seasonal mean
2023-11-08,Taylor's Bar,Miller,0.0,125.70750000000001,570,day-of-week seasonal mean
2023-11-09,Taylor's Bar,Miller,0.0,32.70125,390,day-of-week seasonal mean
2023-11-10,Taylor's Bar,Miller,0.0,34.77375,390,day-of-week seasonal mean
2023-11-11,Taylor's Bar,Miller,0.0,120.96625,570,day-of-week seasonal mean
2023-11-12,Taylor's Bar,Miller,0.0,33.86625,390,day-of-week seasonal mean
2023-11-13,Taylor's Bar,Miller,0.0,92.4875,510,day-of-week seasonal mean
2023-11-14,Taylor's Bar,Miller,0.0,35.78125,390,day-of-week seasonal mean
2023-11-15,Taylor's Bar,Miller,0.0,86.025,510,day-of-week seasonal mean
2023-11-16,Taylor's Bar,Miller,0.0,32.70125,390,day-of-week seasonal mean
2023-11-17,Taylor's Bar,Miller,0.0,34.77375,390,day-of-week seasonal mean
2023-11-18,Taylor's Bar,Miller,0.0,120.96625,570,day-of-week seasonal mean
2023-11-19,Taylor's Bar,Miller,0.0,33.86625,390,day-of-week seasonal mean
2023-11-20,Taylor's Bar,Miller,0.0,77.10249999999999,480,day-of-week seasonal mean
2023-11-21,Taylor's Bar,Miller,0.0,35.78125,390,day-of-week seasonal mean
2023-11-22,Taylor's Bar,Miller,0.0,86.025,510,day-of-week seasonal mean
2023-11-23,Taylor's Bar,Miller,0.0,32.70125,390,day-of-week seasonal mean
2023-11-24,Taylor's Bar,Miller,0.0,34.77375,390,day-of-week seasonal mean
2023-11-25,Taylor's Bar,Miller,0.0,120.96625,570,day-of-week seasonal mean
2023-11-26,Taylor's Bar,Miller,0.0,33.86625,390,day-of-week seasonal mean
2023-11-27,Taylor's Bar,Miller,0.0,71.84875,480,day-of-week seasonal mean
2023-11-28,Taylor's Bar,Miller,0.0,35.78125,390,day-of-week seasonal mean
2023-11-29,Taylor's Bar,Miller,0.0,86.025,510,day-of-week seasonal mean
2023-11-30,Taylor's Bar,Miller,0.0,32.70125,390,day-of-week seasonal mean
2023-12-01,Taylor's Bar,Miller,0.0,34.77375,390,day-of-week seasonal mean
2023-12-02,Taylor's Bar,Miller,0.0,120.96625,570,day-of-week seasonal mean
2023-12-03,Taylor's Bar,Miller,0.0,33.86625,390,day-of-week seasonal mean
2023-12-04,Taylor's Bar,Miller,0.0,71.84875,480,day-of-week seasonal mean
2023-12-05,Taylor's Bar,Miller,0.0,35.78125,390,day-of-week seasonal mean
2023-12-06,Taylor's Bar,Miller,0.0,86.025,510,day-of-week seasonal mean
2023-12-07,Taylor's Bar,Miller,0.0,32.70125,390,day-of-week seasonal mean
2023-12-08,Taylor's Bar,Miller,0.0,34.77375,390,day-of-week seasonal mean
2023-12-09,Taylor's Bar,Miller,0.0,120.96625,570,day-of-week seasonal mean
2023-12-10,Taylor's Bar,Miller,0.0,33.86625,390,day-of-week seasonal mean
2023-12-11,Taylor's Bar,Miller,0.0,71.84875,480,day-of-week seasonal mean
2023-12-12,Taylor's Bar,Miller,0.0,35.78125,390,day-of-week seasonal mean
2023-12-13,Taylor's Bar,Miller,0.0,14.74625,360,day-of-week seasonal mean
2023-12-14,Taylor's Bar,Miller,0.0,32.70125,390,day-of-week seasonal mean
2023-12-15,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-12-16,Taylor's Bar,Miller,0.0,120.96625,570,day-of-week seasonal mean
2023-12-17,Taylor's Bar,Miller,0.0,33.86625,390,day-of-week seasonal mean
2023-12-18,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-12-19,Taylor's Bar,Miller,0.0,35.78125,390,day-of-week seasonal mean
2023-12-20,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-12-21,Taylor's Bar,Miller,0.0,32.70125,390,day-of-week seasonal mean
2023-12-22,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-12-23,Taylor's Bar,Miller,0.0,120.96625,570,day-of-week seasonal mean
2023-12-24,Taylor's Bar,Miller,0.0,33.86625,390,day-of-week seasonal mean
2023-12-25,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-12-26,Taylor's Bar,Miller,0.0,35.78125,390,day-of-week seasonal mean
2023-12-27,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-12-28,Taylor's Bar,Miller,0.0,32.70125,390,day-of-week seasonal mean
2023-12-29,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-12-30,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-12-31,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2024-01-01,Taylor's Bar,Miller,0.0,0.0,330,day-of-week seasonal mean
2023-10-21,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-22,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-23,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-24,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-25,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-26,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-27,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-28,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-29,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-30,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-10-31,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-11-01,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-11-02,Taylor's Bar,Smirnoff,495.09,0.0,360,7-day moving average
2023-11-03,Taylor's Bar,Smirnoff,0.0,70.72714285714285,510,7-day moving average
2023-11-04,Taylor's Bar,Smirnoff,0.0,70.72714285714285,510,7-day moving average
2023-11-05,Taylor's Bar,Smirnoff,0.0,70.72714285714285,510,7-day moving average
2023-11-06,Taylor's Bar,Smirnoff,0.0,70.72714285714285,510,7-day moving average
2023-11-07,Taylor's Bar,Smirnoff,0.0,70.72714285714285,510,7-day moving average
2023-11-08,Taylor's Bar,Smirnoff,0.0,70.72714285714285,510,7-day moving average
2023-11-09,Taylor's Bar,Smirnoff,544.05,70.72714285714285,510,7-day moving average
2023-11-10,Taylor's Bar,Smirnoff,376.37,77.72142857142856,510,7-day moving average
2023-11-11,Taylor's Bar,Smirnoff,0.0,131.48857142857142,630,7-day moving average
2023-11-12,Taylor's Bar,Smirnoff,0.0,131.48857142857142,630,7-day moving average
2023-11-13,Taylor's Bar,Smirnoff,0.0,131.48857142857142,630,7-day moving average
2023-11-14,Taylor's Bar,Smirnoff,189.0,131.48857142857142,630,7-day moving average
2023-11-15,Taylor's Bar,Smirnoff,0.0,158.48857142857145,690,7-day moving average
2023-11-16,Taylor's Bar,Smirnoff,0.0,158.48857142857145,690,7-day moving average
2023-11-17,Taylor's Bar,Smirnoff,0.0,80.76714285714286,540,7-day moving average
2023-11-18,Taylor's Bar,Smirnoff,309.16,27.0,420,7-day moving average
2023-11-19,Taylor's Bar,Smirnoff,0.0,71.16571428571429,510,7-day moving average
2023-11-20,Taylor's Bar,Smirnoff,598.15,71.16571428571429,510,7-day moving average
2023-11-21,Taylor's Bar,Smirnoff,0.0,156.6157142857143,690,7-day moving average
2023-11-22,Taylor's Bar,Smirnoff,587.65,129.6157142857143,630,7-day moving average
2023-11-23,Taylor's Bar,Smirnoff,0.0,213.56571428571428,780,7-day moving average
2023-11-24,Taylor's Bar,Smirnoff,0.0,213.56571428571428,780,7-day moving average
2023-11-25,Taylor's Bar,Smirnoff,0.0,213.56571428571428,780,7-day moving average
2023-11-26,Taylor's Bar,Smirnoff,497.67,169.4,720,7-day moving average
2023-11-27,Taylor's Bar,Smirnoff,0.0,240.49571428571429,840,7-day moving average
2023-11-28,Taylor's Bar,Smirnoff,0.0,155.04571428571427,690,7-day moving average
2023-11-29,Taylor's Bar,Smirnoff,0.0,155.04571428571427,690,7-day moving average
2023-11-30,Taylor's Bar,Smirnoff,0.0,71.0957142857143,510,7-day moving average
2023-12-01,Taylor's Bar,Smirnoff,0.0,71.0957142857143,510,7-day moving average
2023-12-02,Taylor's Bar,Smirnoff,0.0,71.0957142857143,510,7-day moving average
2023-12-03,Taylor's Bar,Smirnoff,0.0,71.0957142857143,510,7-day moving average
2023-12-04,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-12-05,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-12-06,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-12-07,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-12-08,Taylor's Bar,Smirnoff,0.0,0.0,360,7-day moving average
2023-12-09,Taylor's Bar,Smirnoff,376.04,0.0,360,7-day moving average
2023-12-10,Taylor's Bar,Smirnoff,555.8,53.720000000000006,480,7-day moving average
2023-12-11,Taylor's Bar,Smirnoff,0.0,133.11999999999998,630,7-day moving average
2023-12-12,Taylor's Bar,Smirnoff,0.0,133.11999999999998,630,7-day moving average
2023-12-13,Taylor's Bar,Smirnoff,214.02,133.11999999999998,630,7-day moving average
2023-12-14,Taylor's Bar,Smirnoff,0.0,163.6942857142857,690,7-day moving average
2023-12-15,Taylor's Bar,Smirnoff,0.0,163.6942857142857,690,7-day moving average
2023-12-16,Taylor's Bar,Smirnoff,324.01,163.6942857142857,690,7-day moving average
2023-12-17,Taylor's Bar,Smirnoff,0.0,156.26142857142855,690,7-day moving average
2023-12-18,Taylor's Bar,Smirnoff,223.77,76.86142857142856,510,7-day moving average
2023-12-19,Taylor's Bar,Smirnoff,230.83,108.82857142857142,570,7-day moving average
2023-12-20,Taylor's Bar,Smirnoff,251.51,141.80428571428573,660,7-day moving average
2023-12-21,Taylor's Bar,Smirnoff,0.0,147.16,660,7-day moving average
2023-12-22,Taylor's Bar,Smirnoff,0.0,147.16,660,7-day moving average
2023-12-23,Taylor's Bar,Smirnoff,0.0,147.16,660,7-day moving average
2023-12-24,Taylor's Bar,Smirnoff,0.0,100.87285714285714,570,7-day moving average
2023-12-25,Taylor's Bar,Smirnoff,0.0,100.87285714285714,570,7-day moving average
2023-12-26,Taylor's Bar,Smirnoff,251.18,68.9057142857143,510,7-day moving average
2023-12-27,Taylor's Bar,Smirnoff,0.0,71.81285714285714,510,7-day moving average
2023-12-28,Taylor's Bar,Smirnoff,537.42,35.88285714285714,450,7-day moving average
2023-12-29,Taylor's Bar,Smirnoff,0.0,112.65714285714284,600,7-day moving average
2023-12-30,Taylor's Bar,Smirnoff,421.74,112.65714285714284,600,7-day moving average
2023-12-31,Taylor's Bar,Smirnoff,0.0,172.90571428571428,720,7-day moving average
2024-01-01,Taylor's Bar,Smirnoff,0.0,172.90571428571428,720,7-day moving average
2023-10-21,Taylor's Bar,Sutter Home,0.0,82.55285714285715,480,7-day moving average
2023-10-22,Taylor's Bar,Sutter Home,0.0,82.55285714285715,480,7-day moving average
2023-10-23,Taylor's Bar,Sutter Home,0.0,82.55285714285715,480,7-day moving average
2023-10-24,Taylor's Bar,Sutter Home,0.0,82.55285714285715,480,7-day moving average
2023-10-25,Taylor's Bar,Sutter Home,0.0,82.55285714285715,480,7-day moving average
2023-10-26,Taylor's Bar,Sutter Home,0.0,82.55285714285715,480,7-day moving average
2023-10-27,Taylor's Bar,Sutter Home,0.0,82.55285714285715,480,7-day moving average
2023-10-28,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-10-29,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-10-30,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-10-31,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-01,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-02,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-03,Taylor's Bar,Sutter Home,182.55,0.0,300,7-day moving average
2023-11-04,Taylor's Bar,Sutter Home,0.0,26.07857142857143,360,7-day moving average
2023-11-05,Taylor's Bar,Sutter Home,0.0,26.07857142857143,360,7-day moving average
2023-11-06,Taylor's Bar,Sutter Home,0.0,26.07857142857143,360,7-day moving average
2023-11-07,Taylor's Bar,Sutter Home,146.4,26.07857142857143,360,7-day moving average
2023-11-08,Taylor's Bar,Sutter Home,354.76,46.99285714285715,390,7-day moving average
2023-11-09,Taylor's Bar,Sutter Home,0.0,97.67285714285715,510,7-day moving average
2023-11-10,Taylor's Bar,Sutter Home,0.0,97.67285714285715,510,7-day moving average
2023-11-11,Taylor's Bar,Sutter Home,541.66,71.5942857142857,450,7-day moving average
2023-11-12,Taylor's Bar,Sutter Home,0.0,148.9742857142857,600,7-day moving average
2023-11-13,Taylor's Bar,Sutter Home,461.56,148.9742857142857,600,7-day moving average
2023-11-14,Taylor's Bar,Sutter Home,0.0,214.91142857142856,720,7-day moving average
2023-11-15,Taylor's Bar,Sutter Home,0.0,193.99714285714285,690,7-day moving average
2023-11-16,Taylor's Bar,Sutter Home,569.46,143.31714285714287,600,7-day moving average
2023-11-17,Taylor's Bar,Sutter Home,0.0,224.66857142857143,750,7-day moving average
2023-11-18,Taylor's Bar,Sutter Home,0.0,224.66857142857143,750,7-day moving average
2023-11-19,Taylor's Bar,Sutter Home,0.0,147.28857142857143,600,7-day moving average
2023-11-20,Taylor's Bar,Sutter Home,0.0,147.28857142857143,600,7-day moving average
2023-11-21,Taylor's Bar,Sutter Home,0.0,81.35142857142857,450,7-day moving average
2023-11-22,Taylor's Bar,Sutter Home,0.0,81.35142857142857,450,7-day moving average
2023-11-23,Taylor's Bar,Sutter Home,0.0,81.35142857142857,450,7-day moving average
2023-11-24,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-25,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-26,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-27,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-28,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-29,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-11-30,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-01,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-02,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-03,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-04,Taylor's Bar,Sutter Home,402.25,0.0,300,7-day moving average
2023-12-05,Taylor's Bar,Sutter Home,0.0,57.464285714285715,420,7-day moving average
2023-12-06,Taylor's Bar,Sutter Home,0.0,57.464285714285715,420,7-day moving average
2023-12-07,Taylor's Bar,Sutter Home,483.36,57.464285714285715,420,7-day moving average
2023-12-08,Taylor's Bar,Sutter Home,0.0,126.51571428571428,540,7-day moving average
2023-12-09,Taylor's Bar,Sutter Home,0.0,126.51571428571428,540,7-day moving average
2023-12-10,Taylor's Bar,Sutter Home,186.02,126.51571428571428,540,7-day moving average
2023-12-11,Taylor's Bar,Sutter Home,0.0,153.09,600,7-day moving average
2023-12-12,Taylor's Bar,Sutter Home,0.0,95.62571428571428,480,7-day moving average
2023-12-13,Taylor's Bar,Sutter Home,0.0,95.62571428571428,480,7-day moving average
2023-12-14,Taylor's Bar,Sutter Home,0.0,95.62571428571428,480,7-day moving average
2023-12-15,Taylor's Bar,Sutter Home,1126.0,26.574285714285715,360,7-day moving average
2023-12-16,Taylor's Bar,Sutter Home,98.72,187.43142857142857,690,7-day moving average
2023-12-17,Taylor's Bar,Sutter Home,0.0,201.53428571428572,690,7-day moving average
2023-12-18,Taylor's Bar,Sutter Home,0.0,174.96,660,7-day moving average
2023-12-19,Taylor's Bar,Sutter Home,0.0,174.96,660,7-day moving average
2023-12-20,Taylor's Bar,Sutter Home,0.0,174.96,660,7-day moving average
2023-12-21,Taylor's Bar,Sutter Home,0.0,174.96,660,7-day moving average
2023-12-22,Taylor's Bar,Sutter Home,0.0,174.96,660,7-day moving average
2023-12-23,Taylor's Bar,Sutter Home,0.0,14.102857142857143,330,7-day moving average
2023-12-24,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-25,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-26,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-27,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-28,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-29,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-30,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-12-31,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2024-01-01,Taylor's Bar,Sutter Home,0.0,0.0,300,7-day moving average
2023-10-21,Taylor's Bar,Yellow Tail,0.0,0.0,330,7-day moving average
2023-10-22,Taylor's Bar,Yellow Tail,0.0,0.0,330,7-day moving average
